schema_version,slice_id,slice,python_surface,rust_target,status,evidence,blockers,matched_symbol_count,matched_symbol_ids,rust_locations
1,ledger-011,terminal simulator executor lookup,`qlib/rl/order_execution/utils.py::get_simulator_executor`,"`core::executor_lookup::{ExecutorLookup,SimulatorLookupError,get_simulator_executor}`",done,"20 live Python differential cases; identity/mutation/order/errors/deep traversal; stable/nightly 13/13 lines, 1/1 functions, 12/12 regions, Nightly 2/2 branches",Whole utils.py scalar/array and append contracts remain separate,2,"[""qlib/rl/order_execution/utils.py::<module>@1"", ""qlib/rl/order_execution/utils.py::get_simulator_executor@48""]","[""crates/core/src/executor_lookup.rs:23:SimulatorLookupError"", ""crates/core/src/executor_lookup.rs:38:get_simulator_executor"", ""crates/core/src/executor_lookup.rs:6:ExecutorLookup"", ""crates/core/src/lib.rs:50:executor_lookup""]"
1,ledger-012,SAOE state-schema whole-file closure,"complete `qlib/rl/order_execution/state.py::{<module>,SAOEMetrics,SAOEMetrics.stock_id,SAOEMetrics.datetime,SAOEMetrics.direction,SAOEMetrics.market_volume,SAOEMetrics.market_price,SAOEMetrics.amount,SAOEMetrics.inner_amount,SAOEMetrics.deal_amount,SAOEMetrics.trade_price,SAOEMetrics.trade_value,SAOEMetrics.position,SAOEMetrics.ffr,SAOEMetrics.pa,SAOEState,SAOEState.order,SAOEState.cur_time,SAOEState.cur_step,SAOEState.position,SAOEState.history_exec,SAOEState.history_steps,SAOEState.metrics,SAOEState.backtest_data,SAOEState.ticks_per_step,SAOEState.ticks_index,SAOEState.ticks_for_order}`","`core::saoe::{SaoeNumeric,SaoeTime,SaoeMetrics,SaoeState,SaoeStateParts,SaoeBacktestData}` plus live shared state aliases",done,"8 tests; hash-pinned whole-source TypedDict/NamedTuple contract; Arrow/Bincode/current+legacy/error differentials; stable/nightly state range 96/96 lines, 8/8 functions, 146/146 regions, no executable branches",None,27,"[""qlib/rl/order_execution/state.py::<module>@1"", ""qlib/rl/order_execution/state.py::SAOEMetrics.amount@43"", ""qlib/rl/order_execution/state.py::SAOEMetrics.datetime@30"", ""qlib/rl/order_execution/state.py::SAOEMetrics.deal_amount@49"", ""qlib/rl/order_execution/state.py::SAOEMetrics.direction@32"", ""qlib/rl/order_execution/state.py::SAOEMetrics.ffr@60"", ""qlib/rl/order_execution/state.py::SAOEMetrics.inner_amount@45"", ""qlib/rl/order_execution/state.py::SAOEMetrics.market_price@38"", ""qlib/rl/order_execution/state.py::SAOEMetrics.market_volume@36"", ""qlib/rl/order_execution/state.py::SAOEMetrics.pa@63"", ""qlib/rl/order_execution/state.py::SAOEMetrics.position@55"", ""qlib/rl/order_execution/state.py::SAOEMetrics.stock_id@28"", ""qlib/rl/order_execution/state.py::SAOEMetrics.trade_price@51"", ""qlib/rl/order_execution/state.py::SAOEMetrics.trade_value@53"", ""qlib/rl/order_execution/state.py::SAOEMetrics@18"", ""qlib/rl/order_execution/state.py::SAOEState.backtest_data@89"", ""qlib/rl/order_execution/state.py::SAOEState.cur_step@77"", ""qlib/rl/order_execution/state.py::SAOEState.cur_time@75"", ""qlib/rl/order_execution/state.py::SAOEState.history_exec@81"", ""qlib/rl/order_execution/state.py::SAOEState.history_steps@83"", ""qlib/rl/order_execution/state.py::SAOEState.metrics@86"", ""qlib/rl/order_execution/state.py::SAOEState.order@73"", ""qlib/rl/order_execution/state.py::SAOEState.position@79"", ""qlib/rl/order_execution/state.py::SAOEState.ticks_for_order@100"", ""qlib/rl/order_execution/state.py::SAOEState.ticks_index@98"", ""qlib/rl/order_execution/state.py::SAOEState.ticks_per_step@96"", ""qlib/rl/order_execution/state.py::SAOEState@70""]","[""crates/core/src/dataframe_append/extended_plan.rs:65:state"", ""crates/core/src/dataframe_append/temporal_plan.rs:16:state"", ""crates/core/src/environment_step.rs:301:state"", ""crates/core/src/exchange_quote.rs:29:shared"", ""crates/core/src/lib.rs:148:saoe"", ""crates/core/src/saoe.rs:27:SaoeNumeric"", ""crates/core/src/saoe.rs:323:state"", ""crates/core/src/saoe.rs:34:SaoeTime"", ""crates/core/src/saoe.rs:350:state"", ""crates/core/src/saoe.rs:41:SaoeMetrics"", ""crates/core/src/saoe.rs:59:SaoeBacktestData"", ""crates/core/src/saoe.rs:69:SaoeStateParts"", ""crates/core/src/saoe.rs:85:SaoeState"", ""crates/core/src/saoe_int_strategy.rs:279:state"", ""crates/core/src/saoe_int_strategy.rs:31:state"", ""crates/core/src/saoe_live_registry.rs:160:state"", ""crates/core/src/saoe_live_registry.rs:36:state"", ""crates/core/src/saoe_state_adapter.rs:964:state"", ""crates/core/src/saoe_state_adapter.rs:988:state""]"
1,ledger-013,single-order outer strategy whole-file closure,"complete `qlib/rl/strategy/single_order.py::{<module>,SingleOrderStrategy,SingleOrderStrategy.__init__,SingleOrderStrategy.generate_trade_decision}`",`core::single_order_strategy::SingleOrderStrategy`,done,"3 tests; hash-pinned whole-source import/signature/identity contract; real Order/decision differential; stable/nightly 24/24 lines, 2/2 functions, 33/33 regions, no executable branches",None,4,"[""qlib/rl/strategy/single_order.py::<module>@1"", ""qlib/rl/strategy/single_order.py::SingleOrderStrategy.__init__@14"", ""qlib/rl/strategy/single_order.py::SingleOrderStrategy.generate_trade_decision@24"", ""qlib/rl/strategy/single_order.py::SingleOrderStrategy@11""]","[""crates/core/src/lib.rs:166:single_order_strategy"", ""crates/core/src/single_order_strategy.rs:11:SingleOrderStrategy""]"
1,ledger-014,RL strategy package export-surface closure,"complete `qlib/rl/strategy/__init__.py::{<module>,__all__}` and `SingleOrderStrategy` reexport identity/order",`core` crate-root `SingleOrderStrategy` reexport,done,"2 tests; hash-pinned live Python initializer differential; stable/nightly omit declaration-only `core/src/lib.rs`, so coverage N/A",None,2,"[""qlib/rl/strategy/__init__.py::<module>@1"", ""qlib/rl/strategy/__init__.py::__all__@5""]","[""crates/core/src/file_calendar_backend.rs:47:root"", ""crates/core/src/single_order_strategy.rs:11:SingleOrderStrategy""]"
1,ledger-015,RL package export-surface closure,"complete `qlib/rl/__init__.py::{<module>,__all__}` and six reexported object identities/order","`core` crate-root reexports of `Interpreter`, `StateInterpreter`, `ActionInterpreter`, `Reward`, `RewardCombination`, `Simulator`",done,"2 tests; hash-pinned live Python initializer differential; stable/nightly reports omit declaration-only `core/src/lib.rs`, so coverage N/A",None,2,"[""qlib/rl/__init__.py::<module>@1"", ""qlib/rl/__init__.py::__all__@8""]","[""crates/core/src/file_calendar_backend.rs:47:root"", ""crates/core/src/interpreter.rs:14:Interpreter"", ""crates/core/src/interpreter.rs:28:StateInterpreter"", ""crates/core/src/interpreter.rs:61:ActionInterpreter"", ""crates/core/src/reward.rs:9:Reward"", ""crates/core/src/saoe_reward.rs:70:RewardCombination"", ""crates/core/src/simulator.rs:16:Simulator""]"
1,ledger-016,generic auxiliary-information module closure,"complete `qlib/rl/aux_info.py::{<module>,__all__,AuxInfoType,AuxiliaryInfoCollector,AuxiliaryInfoCollector.env,AuxiliaryInfoCollector.__call__,AuxiliaryInfoCollector.collect}` including TYPE_CHECKING/import initialization","`auxiliary_info::{AuxInfoType<T>,AuxiliaryInfoCollector<State>}`, existing `EnvironmentAuxiliaryInfo` runtime adapter",done,"2 tests; hash-pinned live Python whole-file differential; stable/nightly 3/3 lines, 1/1 function, 5/5 regions, 0/0 branches, zero missing segments",None,7,"[""qlib/rl/aux_info.py::<module>@1"", ""qlib/rl/aux_info.py::AuxInfoType@18"", ""qlib/rl/aux_info.py::AuxiliaryInfoCollector.__call__@27"", ""qlib/rl/aux_info.py::AuxiliaryInfoCollector.collect@30"", ""qlib/rl/aux_info.py::AuxiliaryInfoCollector.env@24"", ""qlib/rl/aux_info.py::AuxiliaryInfoCollector@21"", ""qlib/rl/aux_info.py::__all__@16""]","[""crates/core/src/auxiliary_info.rs:4:AuxInfoType"", ""crates/core/src/auxiliary_info.rs:7:AuxiliaryInfoCollector"", ""crates/core/src/dataframe_append/extended_plan.rs:60:State"", ""crates/core/src/dataframe_append/temporal_plan.rs:10:State"", ""crates/core/src/environment_step.rs:361:EnvironmentAuxiliaryInfo"", ""crates/core/src/lib.rs:8:auxiliary_info"", ""crates/core/src/rl_candle_dqn_policy.rs:151:adapter"", ""crates/core/src/rl_candle_nstep.rs:70:adapter"", ""crates/core/src/rl_checkpoint_callback.rs:117:State"", ""crates/core/src/rl_checkpoint_file.rs:173:State"", ""crates/core/src/shared_nested_account.rs:43:adapter""]"
1,ledger-017,generic interpreter module closure,"complete `qlib/rl/interpreter.py::{ObsType,PolicyActType,Interpreter,StateInterpreter,StateInterpreter.observation_space,StateInterpreter.__call__,StateInterpreter.validate,StateInterpreter.interpret,ActionInterpreter,ActionInterpreter.action_space,ActionInterpreter.__call__,ActionInterpreter.validate,ActionInterpreter.interpret,_gym_space_contains,GymSpaceValidationError,GymSpaceValidationError.__init__,GymSpaceValidationError.__str__}` plus module surface/import initialization","`interpreter::{ObsType<T>,PolicyActType<T>,Interpreter,StateInterpreter,ActionInterpreter,SampleSpace,GymSpace,GymSample,GymSpaceValidationError,gym_space_contains}`",done,"4 tests; hash-pinned live Python whole-file differential; final stable/nightly `interpreter.rs` 178/178 lines, 16/16 functions, 245/245 regions, nightly 20/20 branches, zero missing segments",None,18,"[""qlib/rl/interpreter.py::<module>@1"", ""qlib/rl/interpreter.py::ActionInterpreter.__call__@75"", ""qlib/rl/interpreter.py::ActionInterpreter.action_space@71"", ""qlib/rl/interpreter.py::ActionInterpreter.interpret@84"", ""qlib/rl/interpreter.py::ActionInterpreter.validate@80"", ""qlib/rl/interpreter.py::ActionInterpreter@67"", ""qlib/rl/interpreter.py::GymSpaceValidationError.__init__@135"", ""qlib/rl/interpreter.py::GymSpaceValidationError.__str__@140"", ""qlib/rl/interpreter.py::GymSpaceValidationError@134"", ""qlib/rl/interpreter.py::Interpreter@19"", ""qlib/rl/interpreter.py::ObsType@15"", ""qlib/rl/interpreter.py::PolicyActType@16"", ""qlib/rl/interpreter.py::StateInterpreter.__call__@43"", ""qlib/rl/interpreter.py::StateInterpreter.interpret@52"", ""qlib/rl/interpreter.py::StateInterpreter.observation_space@39"", ""qlib/rl/interpreter.py::StateInterpreter.validate@48"", ""qlib/rl/interpreter.py::StateInterpreter@35"", ""qlib/rl/interpreter.py::_gym_space_contains@101""]","[""crates/core/src/interpreter.rs:107:GymSpace"", ""crates/core/src/interpreter.rs:115:GymSample"", ""crates/core/src/interpreter.rs:11:PolicyActType"", ""crates/core/src/interpreter.rs:14:Interpreter"", ""crates/core/src/interpreter.rs:17:SampleSpace"", ""crates/core/src/interpreter.rs:183:GymSpaceValidationError"", ""crates/core/src/interpreter.rs:268:gym_space_contains"", ""crates/core/src/interpreter.rs:28:StateInterpreter"", ""crates/core/src/interpreter.rs:61:ActionInterpreter"", ""crates/core/src/interpreter.rs:8:ObsType"", ""crates/core/src/lib.rs:63:interpreter""]"
1,ledger-018,generic simulator module closure,"complete `qlib/rl/simulator.py::{StateType,ActType,Simulator,Simulator.env,Simulator.__init__,Simulator.step,Simulator.get_state,Simulator.done}` plus module surface/import initialization","`simulator::{StateType<T>,ActType<T>,Simulator<InitialState,State,Action>}`, `EnvironmentSimulator`, `EnvironmentSimulatorFactory`",done,2 tests; hash-pinned live Python whole-file differential; stable/nightly reports omit production `simulator.rs` because aliases and trait declarations have no executable coverage denominator,None,9,"[""qlib/rl/simulator.py::<module>@1"", ""qlib/rl/simulator.py::ActType@17"", ""qlib/rl/simulator.py::Simulator.__init__@54"", ""qlib/rl/simulator.py::Simulator.done@68"", ""qlib/rl/simulator.py::Simulator.env@52"", ""qlib/rl/simulator.py::Simulator.get_state@65"", ""qlib/rl/simulator.py::Simulator.step@57"", ""qlib/rl/simulator.py::Simulator@21"", ""qlib/rl/simulator.py::StateType@13""]","[""crates/core/src/dataframe_append/extended_plan.rs:60:State"", ""crates/core/src/dataframe_append/temporal_plan.rs:10:State"", ""crates/core/src/environment_reset.rs:10:EnvironmentSimulatorFactory"", ""crates/core/src/environment_step.rs:294:EnvironmentSimulator"", ""crates/core/src/interpreter.rs:62:Action"", ""crates/core/src/lib.rs:124:simulator"", ""crates/core/src/rl_checkpoint_callback.rs:117:State"", ""crates/core/src/rl_checkpoint_file.rs:173:State"", ""crates/core/src/simulator.rs:16:Simulator"", ""crates/core/src/simulator.rs:4:StateType"", ""crates/core/src/simulator.rs:7:ActType""]"
1,ledger-019,generic reward module closure,"complete `qlib/rl/reward.py::{SimulatorState,Reward,Reward.env,Reward.__call__,Reward.reward,Reward.log,RewardCombination,RewardCombination.__init__,RewardCombination.reward}` plus module surface/import initialization","`reward::Reward<State>`, `SaoeReward`, `SaoeRewardLogSink`, `RewardCombination`, `WeightedSaoeReward`",done,"9 tests; hash-pinned live Python whole-file and ordered-combination differentials; final stable/nightly `reward.rs` 3/3 lines,1/1 function,5/5 regions; `saoe_reward.rs` 234/234,28/28,319/319,nightly 26/26 branches",None,10,"[""qlib/rl/reward.py::<module>@1"", ""qlib/rl/reward.py::Reward.__call__@26"", ""qlib/rl/reward.py::Reward.env@23"", ""qlib/rl/reward.py::Reward.log@33"", ""qlib/rl/reward.py::Reward.reward@29"", ""qlib/rl/reward.py::Reward@16"", ""qlib/rl/reward.py::RewardCombination.__init__@41"", ""qlib/rl/reward.py::RewardCombination.reward@44"", ""qlib/rl/reward.py::RewardCombination@38"", ""qlib/rl/reward.py::SimulatorState@13""]","[""crates/core/src/dataframe_append/extended_plan.rs:60:State"", ""crates/core/src/dataframe_append/temporal_plan.rs:10:State"", ""crates/core/src/environment_step.rs:354:reward"", ""crates/core/src/environment_step.rs:448:reward"", ""crates/core/src/lib.rs:93:reward"", ""crates/core/src/reward.rs:17:reward"", ""crates/core/src/reward.rs:9:Reward"", ""crates/core/src/rl_checkpoint_callback.rs:117:State"", ""crates/core/src/rl_checkpoint_file.rs:173:State"", ""crates/core/src/saoe_reward.rs:100:reward"", ""crates/core/src/saoe_reward.rs:148:reward"", ""crates/core/src/saoe_reward.rs:19:SaoeRewardLogSink"", ""crates/core/src/saoe_reward.rs:219:reward"", ""crates/core/src/saoe_reward.rs:59:SaoeReward"", ""crates/core/src/saoe_reward.rs:64:reward"", ""crates/core/src/saoe_reward.rs:67:WeightedSaoeReward"", ""crates/core/src/saoe_reward.rs:70:RewardCombination""]"
1,ledger-020,abstract portfolio optimizer,"complete `qlib/contrib/strategy/optimizer/base.py::{BaseOptimizer,BaseOptimizer.__call__}` module, including public surface and import initialization","`portfolio_optimizer::BaseOptimizer<Arguments>`, `portfolio_optimizer::BaseOptimizer::call`",done,2 tests; hash-pinned live Python whole-file differential; stable/nightly reports omit production `portfolio_optimizer.rs` because the trait declaration has no executable coverage denominator,None,3,"[""qlib/contrib/strategy/optimizer/base.py::<module>@1"", ""qlib/contrib/strategy/optimizer/base.py::BaseOptimizer.__call__@11"", ""qlib/contrib/strategy/optimizer/base.py::BaseOptimizer@7""]","[""crates/core/src/auxiliary_info.rs:21:call"", ""crates/core/src/interpreter.rs:53:call"", ""crates/core/src/interpreter.rs:90:call"", ""crates/core/src/lib.rs:84:portfolio_optimizer"", ""crates/core/src/portfolio_optimizer.rs:14:call"", ""crates/core/src/portfolio_optimizer.rs:9:BaseOptimizer"", ""crates/core/src/reward.rs:23:call"", ""crates/core/src/rl_checkpoint_callback.rs:314:call"", ""crates/core/src/rl_checkpoint_lossless_callback.rs:221:call"", ""crates/core/src/rl_early_stopping.rs:380:call"", ""crates/core/src/rl_metrics_writer.rs:117:call"", ""crates/core/src/rl_trainer_driver.rs:157:call"", ""crates/core/src/rl_trainer_driver.rs:337:call""]"
1,ledger-021,simulator initial-state type,"complete `qlib/rl/seed.py` module: docstring, `InitialStateType`, public surface and import initialization",`InitialStateType<T>`,done,2 tests; hash-pinned live Python whole-file differential; stable/nightly reports omit `rl_seed.rs` because the alias has no executable coverage denominator,None,2,"[""qlib/rl/seed.py::<module>@1"", ""qlib/rl/seed.py::InitialStateType@11""]","[""crates/core/src/rl_seed.rs:7:InitialStateType""]"
1,ledger-022,Qlib exception categories,"`qlib/utils/exceptions.py::{QlibException,RecorderInitializationError,LoadObjectError,ExpAlreadyExistError}`","`QlibException`, `RecorderInitializationError`, `LoadObjectError`, `ExpAlreadyExistError`, `QlibError`",done,"2 tests; hash-pinned live Python whole-file differential; stable/nightly 20/20 lines, 6/6 functions, 25/25 regions, zero missing segments; no executable branches",None,5,"[""qlib/utils/exceptions.py::<module>@1"", ""qlib/utils/exceptions.py::ExpAlreadyExistError@18"", ""qlib/utils/exceptions.py::LoadObjectError@14"", ""qlib/utils/exceptions.py::QlibException@6"", ""qlib/utils/exceptions.py::RecorderInitializationError@10""]","[""crates/core/src/qlib_exceptions.rs:13:QlibException"", ""crates/core/src/qlib_exceptions.rs:19:RecorderInitializationError"", ""crates/core/src/qlib_exceptions.rs:25:LoadObjectError"", ""crates/core/src/qlib_exceptions.rs:31:ExpAlreadyExistError"", ""crates/core/src/qlib_exceptions.rs:6:QlibError""]"
